,RD0175,RD0176,RD0177,RD0178,RD0179,RD0180,RD0184,RD0185,RD0186
ENSMUST00000198400,0,0,0,0,0,0,0,0,0
ENSMUST00000161448,0,3,3,3,1,2,0,0,3
ENSMUST00000128231,0,0,0,0,0,0,0,0,0
ENSMUST00000052885,2,3,3,2,1,6,2,0,0
ENSMUST00000112589,0,0,0,0,0,0,0,0,0
ENSMUST00000112572,0,0,0,0,0,0,0,0,0
ENSMUST00000045897,6,3,0,0,0,0,0,4,0
ENSMUST00000034699,0,0,0,0,0,0,0,0,0
ENSMUST00000070630,0,0,0,0,0,0,0,0,0
ENSMUST00000108917,0,0,0,0,0,0,0,0,0
ENSMUST00000025936,0,0,0,0,0,0,0,0,0
ENSMUST00000082392,99,121,172,145,197,199,109,118,89
ENSMUST00000212396,0,0,0,0,0,0,0,0,0
ENSMUST00000027432,6,14,34,1,18,22,0,7,79
ENSMUST00000049357,53,60,52,16,24,25,60,30,33
ENSMUST00000221797,0,0,0,0,0,0,0,0,0
ENSMUST00000035812,0,0,2,0,1,1,0,0,0
ENSMUST00000172621,0,1,0,0,0,0,0,0,0
ENSMUST00000233121,0,0,0,0,0,0,0,0,0
ENSMUST00000144629,0,0,0,0,0,0,0,0,0
ENSMUST00000215606,0,0,0,0,0,0,0,0,0
ENSMUST00000217320,0,0,0,0,0,0,0,0,0
ENSMUST00000116229,5,9,0,0,6,0,0,0,0
ENSMUST00000025740,3,4,5,0,2,2,2,7,5
ENSMUST00000027846,3,2,9,4,4,2,0,4,1
ENSMUST00000033665,0,0,0,0,0,0,0,0,0
ENSMUST00000103152,0,0,17,29,0,21,0,4,0
ENSMUST00000033001,4,3,0,0,0,0,0,2,0
ENSMUST00000044179,0,0,0,0,0,0,0,0,0
ENSMUST00000201297,0,0,0,0,0,0,0,0,0
ENSMUST00000136740,0,0,0,0,0,0,0,0,0
ENSMUST00000087445,0,0,2,0,0,0,0,0,0
ENSMUST00000046283,0,0,2,0,2,0,0,2,0
ENSMUST00000035336,0,0,0,0,0,0,0,0,0
ENSMUST00000113072,0,0,0,0,0,0,0,0,0
ENSMUST00000081896,0,0,0,0,0,0,0,0,0
ENSMUST00000188175,0,0,0,0,0,0,0,0,0
ENSMUST00000062821,0,0,0,0,0,0,0,0,0
ENSMUST00000024970,0,0,0,0,0,0,0,0,0
ENSMUST00000190637,0,0,0,0,0,0,0,0,0
ENSMUST00000062060,0,0,0,0,0,0,0,0,0
ENSMUST00000197216,0,1,0,0,0,0,0,0,0
ENSMUST00000110324,0,0,0,0,0,0,0,0,0
ENSMUST00000222611,0,0,0,0,0,0,0,0,0
ENSMUST00000018333,0,0,0,0,0,0,0,0,0
ENSMUST00000036340,0,0,0,0,0,0,0,0,0
ENSMUST00000115797,0,0,0,0,0,0,0,0,0
ENSMUST00000029533,0,0,0,0,0,0,0,0,0
ENSMUST00000178858,0,0,0,0,0,0,0,0,0
ENSMUST00000045972,0,0,0,0,0,0,0,0,0
ENSMUST00000165774,0,0,1,0,1,0,0,1,0
ENSMUST00000168320,0,0,0,0,0,0,0,0,0
ENSMUST00000121652,0,0,0,0,0,0,0,0,0
ENSMUST00000120585,0,0,0,0,0,0,0,0,0
ENSMUST00000238759,0,0,0,0,0,0,0,0,0
ENSMUST00000073924,1,0,0,0,2,1,0,2,0
ENSMUST00000119201,0,0,0,0,0,0,0,0,0
ENSMUST00000065291,0,1,3,0,0,1,0,2,0
ENSMUST00000048016,0,0,0,0,0,0,0,0,0
ENSMUST00000089549,1,0,0,0,0,0,0,0,0
ENSMUST00000215071,0,0,0,0,0,0,0,0,0
ENSMUST00000059833,0,0,0,0,0,0,0,0,0
ENSMUST00000020851,12,20,15,5,13,5,1,3,23
ENSMUST00000084489,0,0,0,0,0,0,0,0,0
ENSMUST00000088765,0,0,0,0,0,0,0,0,0
ENSMUST00000053821,0,0,0,0,0,0,0,0,0
ENSMUST00000228711,0,0,0,0,0,0,0,0,0
ENSMUST00000048409,0,0,0,0,0,0,2,0,0
ENSMUST00000000756,36,37,46,18,24,22,27,20,17
ENSMUST00000020270,14,25,2,0,1,0,18,23,1
ENSMUST00000210548,0,0,0,0,0,0,0,0,0
ENSMUST00000032414,0,0,0,0,0,0,0,0,0
ENSMUST00000090569,18,26,41,23,12,12,11,14,11
ENSMUST00000047621,18,29,29,24,54,56,41,48,35
ENSMUST00000065039,0,0,0,0,0,0,0,0,0
ENSMUST00000093040,0,0,2,1,0,0,0,0,1
ENSMUST00000052068,0,1,0,0,0,0,1,0,0
ENSMUST00000239046,0,0,0,0,0,0,0,0,0
ENSMUST00000099149,0,0,0,0,0,0,0,0,0
ENSMUST00000078121,0,0,0,0,0,0,0,0,0
ENSMUST00000063976,12,31,26,6,2,11,10,16,11
ENSMUST00000052876,0,0,0,0,0,0,0,0,0
ENSMUST00000213405,0,0,0,0,0,0,0,0,0
ENSMUST00000034361,0,0,0,0,0,0,0,0,3
ENSMUST00000114371,2,4,2,1,1,1,0,0,0
ENSMUST00000020434,0,0,0,0,0,0,0,0,0
ENSMUST00000178168,0,0,0,0,0,0,0,0,0
ENSMUST00000099684,0,0,0,0,0,0,0,0,0
ENSMUST00000032237,43,66,86,31,6,8,34,31,27
ENSMUST00000209852,0,0,0,0,0,0,0,0,0
ENSMUST00000045054,0,0,0,0,0,0,0,0,0
ENSMUST00000029139,0,0,0,0,0,0,0,0,0
ENSMUST00000003964,9,5,6,5,3,7,6,5,2
ENSMUST00000099955,0,0,0,58,0,0,0,0,0
ENSMUST00000019067,4,5,4,0,3,0,3,0,2
ENSMUST00000115808,0,1,0,4,1,2,1,1,0
ENSMUST00000084116,0,2,0,2,1,1,0,0,0
ENSMUST00000039174,0,0,0,0,0,0,0,0,0
ENSMUST00000113938,48,60,64,2,31,37,13,27,14
ENSMUST00000030384,0,0,0,0,0,0,0,0,0
ENSMUST00000075258,0,0,0,0,0,0,0,0,0
ENSMUST00000186719,0,0,0,0,0,0,0,0,0
ENSMUST00000111983,0,0,0,0,0,0,0,0,0
ENSMUST00000165196,0,0,0,0,0,0,0,0,0
ENSMUST00000079788,0,0,3,0,0,0,0,0,0
ENSMUST00000215945,0,0,0,0,0,0,0,0,0
ENSMUST00000218107,0,0,0,0,0,0,0,0,3
ENSMUST00000113011,0,0,0,0,0,0,0,0,0
ENSMUST00000230264,0,0,0,0,0,0,0,0,0
ENSMUST00000058056,0,0,0,0,0,0,0,0,0
ENSMUST00000201489,0,0,0,0,0,0,0,0,0
ENSMUST00000035037,0,0,3,0,0,1,0,0,0
ENSMUST00000065932,0,0,0,0,0,0,0,0,0
ENSMUST00000022186,0,0,0,0,0,0,0,0,0
ENSMUST00000123836,0,0,0,0,0,0,0,0,0
ENSMUST00000043498,5,8,11,3,13,2,9,2,2
ENSMUST00000140076,0,0,1,0,0,2,0,0,1
ENSMUST00000064214,0,0,0,0,0,0,0,0,0
ENSMUST00000217600,0,0,0,0,0,0,0,0,0
ENSMUST00000095759,0,0,0,0,0,0,0,0,0
ENSMUST00000164598,0,5,4,0,0,1,0,0,0
ENSMUST00000044660,13,22,25,15,14,16,15,16,15
ENSMUST00000031663,0,0,0,0,0,0,0,0,0
ENSMUST00000147272,0,0,0,0,0,0,0,0,0
ENSMUST00000213524,0,0,0,0,0,0,0,0,0
ENSMUST00000029374,31,36,31,15,23,15,36,40,27
ENSMUST00000028349,0,0,0,0,0,0,1,0,0
ENSMUST00000124968,0,0,0,0,0,0,0,0,0
ENSMUST00000035462,0,0,1,0,2,1,0,0,0
ENSMUST00000171010,0,0,0,0,0,0,0,0,0
ENSMUST00000179972,0,0,0,0,0,0,0,0,0
ENSMUST00000018274,0,0,0,0,0,0,0,0,0
ENSMUST00000038551,32,33,42,13,26,17,40,30,26
ENSMUST00000149646,0,0,0,0,0,0,0,0,0
ENSMUST00000118171,0,0,0,0,0,0,0,0,0
ENSMUST00000001716,34,9,9,5,5,12,9,14,15
ENSMUST00000033581,0,0,0,0,0,0,0,0,0
ENSMUST00000195515,0,0,0,0,0,0,0,0,0
ENSMUST00000074898,0,0,0,0,0,0,0,0,0
ENSMUST00000107576,0,0,0,0,0,1,0,0,0
ENSMUST00000204518,0,0,0,0,0,0,0,0,0
ENSMUST00000199273,0,0,0,0,0,0,0,0,0
ENSMUST00000112508,0,0,0,0,0,0,0,0,0
ENSMUST00000054651,0,0,0,0,0,0,0,0,0
ENSMUST00000103209,0,0,0,0,0,0,0,0,0
ENSMUST00000120825,0,0,0,0,0,0,0,0,0
ENSMUST00000102650,3,3,2,1,0,0,0,0,0
ENSMUST00000107818,0,0,0,0,0,0,0,0,0
ENSMUST00000105608,2,5,8,0,0,0,0,1,10
ENSMUST00000020965,0,0,0,0,0,0,0,0,0
ENSMUST00000025007,0,1,0,0,0,0,0,0,0
ENSMUST00000045196,0,0,0,0,0,0,0,0,0
ENSMUST00000192047,0,0,0,0,0,0,0,0,0
ENSMUST00000216028,0,0,0,0,0,0,0,0,0
ENSMUST00000114594,0,0,0,0,0,0,0,0,0
ENSMUST00000209154,0,0,0,0,0,0,0,0,0
ENSMUST00000031977,0,0,0,0,0,0,0,0,0
ENSMUST00000090546,3,4,5,1,6,0,0,14,14
ENSMUST00000004964,0,0,0,0,0,0,0,0,0
ENSMUST00000167797,0,0,0,0,0,0,0,0,0
ENSMUST00000204521,0,0,0,0,0,0,0,0,0
ENSMUST00000179412,0,0,0,0,0,0,0,0,0
ENSMUST00000071585,0,0,0,0,0,0,0,0,0
ENSMUST00000237098,0,0,0,0,0,0,0,0,0
ENSMUST00000037960,19,12,15,11,0,4,0,0,1
ENSMUST00000194091,0,0,0,0,0,0,0,0,0
ENSMUST00000032132,0,0,0,0,0,0,0,0,0
ENSMUST00000107736,0,0,0,0,0,0,0,0,0
ENSMUST00000010985,0,0,0,0,0,0,0,0,0
ENSMUST00000101118,13,4,12,3,0,3,3,0,3
ENSMUST00000179944,0,0,0,0,0,0,0,0,0
ENSMUST00000219291,0,0,0,0,0,0,0,0,0
ENSMUST00000101126,0,0,0,0,0,0,0,0,0
ENSMUST00000056937,33,17,8,10,9,2,14,8,18
ENSMUST00000089295,0,0,0,0,0,0,0,0,0
ENSMUST00000145353,0,0,0,0,0,0,0,0,0
ENSMUST00000199463,0,0,0,0,0,0,0,0,0
ENSMUST00000025666,0,0,0,0,0,0,0,0,0
ENSMUST00000097493,0,0,0,0,0,0,0,0,0
ENSMUST00000054769,0,0,0,0,0,0,0,0,0
ENSMUST00000059589,0,0,0,0,0,0,0,0,0
ENSMUST00000054871,0,0,0,0,0,0,0,0,0
ENSMUST00000066432,0,0,0,0,0,0,0,0,0
ENSMUST00000031029,12,0,0,0,1,5,0,0,0
ENSMUST00000035099,7,8,10,5,1,5,11,9,7
ENSMUST00000114355,0,0,0,0,0,0,0,0,0
ENSMUST00000086361,0,0,0,0,0,0,0,0,0
ENSMUST00000115160,0,0,0,0,0,0,0,0,0
ENSMUST00000035053,0,0,0,0,0,0,0,0,0
ENSMUST00000047144,0,3,0,0,0,0,0,0,0
ENSMUST00000098236,0,0,0,0,0,0,0,0,0
ENSMUST00000059699,0,0,1,0,0,0,0,0,0
ENSMUST00000117463,0,0,0,0,0,0,0,0,0
ENSMUST00000093786,0,0,0,0,0,0,0,0,0
ENSMUST00000025234,1,0,0,0,0,1,0,2,0
ENSMUST00000042172,0,0,0,0,0,0,0,0,0
ENSMUST00000111978,0,1,4,3,0,2,2,0,0
ENSMUST00000061391,0,0,0,0,0,0,0,0,0
ENSMUST00000066880,0,0,0,0,0,0,0,0,0
ENSMUST00000115487,0,0,0,0,0,0,0,0,0
ENSMUST00000129321,0,0,0,0,0,0,0,0,0
ENSMUST00000001415,1,1,0,0,0,0,2,3,2
ENSMUST00000026013,138,170,159,46,57,71,94,71,48
ENSMUST00000062740,0,0,0,0,0,0,0,0,0
ENSMUST00000118419,0,0,0,0,0,0,0,0,0
ENSMUST00000098460,0,0,0,0,0,0,0,0,0
ENSMUST00000187277,0,0,0,0,0,0,0,0,0
ENSMUST00000068726,0,0,0,0,0,0,0,0,0
ENSMUST00000123454,0,0,0,0,0,0,0,0,0
ENSMUST00000137543,0,0,0,0,0,0,0,0,0
ENSMUST00000053686,3,9,10,3,3,2,2,5,0
ENSMUST00000049618,0,0,0,0,0,0,0,0,0
ENSMUST00000119823,0,0,0,0,0,0,0,0,0
ENSMUST00000085678,0,0,11,0,0,0,0,0,0
ENSMUST00000020835,7,11,7,8,5,14,7,11,5
ENSMUST00000179139,7,5,12,3,4,5,3,11,4
ENSMUST00000068822,0,0,0,0,0,0,0,0,0
ENSMUST00000216463,0,0,0,0,0,0,0,0,0
ENSMUST00000229373,0,0,0,0,0,0,0,0,0
ENSMUST00000034400,124,132,138,14,22,70,12,37,13
ENSMUST00000024704,1,5,0,0,1,2,0,3,0
ENSMUST00000066743,22,37,37,22,36,32,57,37,43
ENSMUST00000030165,0,0,0,0,0,0,0,0,0
ENSMUST00000124334,0,0,5,0,0,0,0,0,0
ENSMUST00000052458,0,0,0,0,0,0,0,0,0
ENSMUST00000167085,0,0,0,0,0,1,0,0,0
ENSMUST00000165738,0,0,0,0,0,14,0,0,0
ENSMUST00000162708,0,0,0,0,0,0,0,0,0
ENSMUST00000180046,0,0,1,0,0,0,0,0,0
ENSMUST00000112610,0,0,0,0,0,0,0,0,0
ENSMUST00000110754,0,0,0,0,0,0,0,0,0
ENSMUST00000026018,0,0,0,0,0,0,0,0,0
ENSMUST00000022458,2,0,1,0,2,1,0,0,0
ENSMUST00000063456,0,0,0,0,0,0,0,0,0
ENSMUST00000170893,0,0,0,0,0,0,0,0,0
ENSMUST00000002825,33,42,75,52,37,70,64,43,31
ENSMUST00000238728,0,0,0,0,0,0,0,0,0
ENSMUST00000214485,0,0,0,0,0,0,0,0,0
ENSMUST00000177678,0,0,0,0,0,0,0,0,0
ENSMUST00000054716,0,3,0,0,4,1,0,0,0
ENSMUST00000039016,2,2,2,0,1,8,7,0,11
ENSMUST00000026452,0,0,0,0,0,0,0,0,0
ENSMUST00000060173,0,0,0,0,0,0,0,0,0
ENSMUST00000057907,0,0,0,0,0,0,0,0,0
ENSMUST00000079791,0,0,0,0,0,0,0,0,0
ENSMUST00000060041,0,0,0,0,0,0,0,0,0
ENSMUST00000053445,0,0,0,0,0,0,0,0,0
ENSMUST00000022705,14,9,32,4,3,7,13,25,6
ENSMUST00000033056,0,0,0,0,0,0,0,0,0
ENSMUST00000217611,0,0,0,0,0,0,0,0,0
ENSMUST00000026084,0,0,0,0,0,0,0,0,0
ENSMUST00000135222,0,1,0,0,0,0,0,0,0
ENSMUST00000097772,0,0,0,0,0,0,0,0,0
ENSMUST00000080428,0,0,0,0,0,0,0,0,0
ENSMUST00000110294,5,5,2,0,0,0,12,23,13
ENSMUST00000023610,0,0,0,0,0,0,0,0,0
ENSMUST00000028536,0,0,0,1,0,0,0,5,0
ENSMUST00000084289,0,0,0,0,0,0,0,0,0
ENSMUST00000063838,0,0,0,0,0,0,0,0,0
ENSMUST00000023089,0,0,0,0,0,0,0,0,0
ENSMUST00000020679,0,0,0,0,0,0,0,0,0
ENSMUST00000115728,0,0,0,0,0,0,0,0,0
ENSMUST00000120115,0,2,2,0,0,1,0,5,1
ENSMUST00000027826,1,0,2,0,0,1,0,0,1
ENSMUST00000047239,0,0,0,0,0,0,0,0,0
ENSMUST00000055374,0,0,0,0,0,0,0,0,0
ENSMUST00000233642,0,0,0,0,0,0,0,0,0
ENSMUST00000014058,0,0,0,0,0,0,0,0,0
ENSMUST00000100209,0,0,0,0,0,0,0,0,0
ENSMUST00000028888,0,0,0,0,0,0,0,0,0
ENSMUST00000037380,0,0,0,0,0,0,0,0,0
ENSMUST00000099309,0,0,0,0,0,0,0,0,0
ENSMUST00000089207,0,0,0,0,0,0,1,0,0
ENSMUST00000041676,0,0,0,0,0,0,0,0,0
ENSMUST00000028551,6,13,16,5,6,11,4,13,16
ENSMUST00000113333,0,0,0,0,0,0,0,0,0
ENSMUST00000039213,1,0,3,8,0,22,0,0,39
ENSMUST00000214482,0,0,0,0,0,0,0,0,0
ENSMUST00000234956,0,0,0,0,0,0,0,0,33
ENSMUST00000056732,3,8,3,29,24,0,1,66,32
ENSMUST00000050401,0,0,0,0,0,0,0,0,0
ENSMUST00000042470,0,0,0,0,0,0,0,0,0
ENSMUST00000166674,0,0,0,0,0,0,0,0,0
ENSMUST00000064395,0,0,0,0,0,0,0,0,0
ENSMUST00000065358,7,0,7,5,2,4,2,26,0
ENSMUST00000065515,16,19,18,14,18,16,8,18,3
ENSMUST00000178174,0,0,0,0,0,0,0,0,0
ENSMUST00000113271,0,0,0,0,0,0,0,0,0
ENSMUST00000032124,18,10,29,5,6,4,2,10,3
ENSMUST00000064196,5,3,2,2,2,3,0,3,2
ENSMUST00000030452,0,0,0,0,0,0,0,0,0
ENSMUST00000041059,124,1,1,0,0,4,0,2,0
ENSMUST00000132119,0,0,0,0,0,0,0,0,0
ENSMUST00000172579,0,0,0,0,0,0,0,0,0
ENSMUST00000105363,0,0,0,0,0,0,0,0,0
ENSMUST00000112804,0,0,0,0,0,0,0,0,0
ENSMUST00000228020,0,0,0,0,0,0,0,0,0
ENSMUST00000020249,0,0,0,0,0,0,0,0,0
ENSMUST00000061013,0,0,0,0,0,0,0,0,0
ENSMUST00000033335,0,0,0,1,1,0,0,6,0
ENSMUST00000025503,0,4,3,2,1,3,5,1,0
ENSMUST00000018610,0,0,0,0,0,0,0,0,0
ENSMUST00000075025,0,0,0,0,0,0,0,0,0
ENSMUST00000010941,0,0,0,0,0,0,0,0,0
ENSMUST00000003117,2,37,13,5,35,25,4,3,4
ENSMUST00000164526,0,0,0,0,0,0,0,0,0
ENSMUST00000113300,0,0,0,0,0,0,0,0,0
ENSMUST00000233881,0,0,0,0,0,0,0,0,0
ENSMUST00000108633,0,0,0,0,0,0,0,0,0
ENSMUST00000233331,0,0,0,0,0,0,0,0,0
ENSMUST00000166928,0,0,0,0,0,0,0,0,0
ENSMUST00000107907,0,0,0,0,0,0,0,0,0
ENSMUST00000030949,0,0,0,0,0,0,0,0,0
ENSMUST00000238237,0,0,0,0,0,0,0,0,0
ENSMUST00000227679,0,0,0,0,0,0,0,0,0
ENSMUST00000213096,0,0,0,0,0,0,0,0,0
ENSMUST00000005015,34,29,34,8,24,31,12,31,16
ENSMUST00000112901,0,0,0,0,0,0,0,0,0
ENSMUST00000032963,0,5,0,1,1,1,0,1,0
ENSMUST00000216661,0,0,0,0,0,0,0,0,0
ENSMUST00000026408,0,5,6,5,4,1,11,6,2
ENSMUST00000022813,0,0,0,0,0,0,0,0,0
ENSMUST00000022985,0,0,0,0,0,0,0,0,0
ENSMUST00000025581,2,0,3,3,0,0,0,0,0
ENSMUST00000074660,0,0,0,0,0,0,0,0,0
ENSMUST00000048946,1,27,57,12,21,19,56,0,25
ENSMUST00000080202,27,1,19,24,23,24,19,25,3
ENSMUST00000171938,0,0,0,0,0,0,0,0,0
ENSMUST00000109353,0,0,1,0,3,2,0,6,0
ENSMUST00000165611,0,0,0,0,0,0,0,0,0
ENSMUST00000077780,0,0,0,0,0,0,0,0,0
ENSMUST00000169374,0,0,0,0,0,0,0,0,0
ENSMUST00000225388,0,0,0,0,0,0,0,0,0
ENSMUST00000043726,7,5,4,0,0,1,1,0,0
ENSMUST00000020564,21,19,23,1,12,18,15,14,11
ENSMUST00000216949,0,0,0,0,0,0,0,0,0
ENSMUST00000216258,0,0,0,0,0,0,0,0,0
ENSMUST00000077577,5,14,11,3,14,30,13,3,4
ENSMUST00000110416,0,0,0,0,0,0,0,0,0
ENSMUST00000058714,7,5,8,0,2,3,4,8,4
ENSMUST00000103045,0,0,0,0,0,0,0,0,0
ENSMUST00000030765,74,62,92,15,28,22,19,12,22
ENSMUST00000001043,0,0,0,0,0,0,0,0,0
ENSMUST00000026449,0,1,0,0,0,0,0,0,0
ENSMUST00000071095,0,2,1,0,1,0,0,6,0
ENSMUST00000037839,0,0,0,0,0,0,0,0,0
ENSMUST00000082065,0,0,0,0,0,0,0,0,0
ENSMUST00000034630,0,0,0,0,0,0,0,0,0
ENSMUST00000148665,38,35,46,21,20,23,9,11,13
ENSMUST00000122160,0,0,0,0,0,0,0,0,0
ENSMUST00000035980,0,0,0,0,0,0,0,0,0
ENSMUST00000034280,3,4,2,1,0,0,0,0,0
ENSMUST00000034375,5,0,0,0,0,14,0,0,1
ENSMUST00000095527,0,0,0,0,0,0,0,0,0
ENSMUST00000080595,0,0,0,0,0,0,0,0,0
ENSMUST00000161028,3,5,4,0,0,0,0,0,0
ENSMUST00000018884,0,0,0,0,0,0,0,0,0
ENSMUST00000062357,0,0,0,0,0,0,0,0,4
ENSMUST00000131552,0,0,0,0,0,0,0,0,0
ENSMUST00000002640,0,0,0,0,0,0,0,0,0
ENSMUST00000109309,0,0,0,0,0,0,0,0,0
ENSMUST00000206110,0,0,0,0,0,0,0,0,0
ENSMUST00000058548,0,0,0,0,0,0,0,0,0
ENSMUST00000031472,0,0,0,0,0,0,0,0,0
ENSMUST00000028794,0,0,0,0,0,0,0,0,0
ENSMUST00000045737,0,0,4,0,0,0,2,0,0
ENSMUST00000079691,0,0,0,0,2,0,0,0,0
ENSMUST00000208049,0,0,0,0,0,0,0,0,0
ENSMUST00000076249,0,0,7,0,0,0,0,0,0
ENSMUST00000049152,0,1,1,0,0,0,0,0,0
ENSMUST00000041401,0,0,8,10,1,4,5,2,0
ENSMUST00000184146,0,0,0,0,0,0,0,0,0
ENSMUST00000086195,0,0,0,0,0,0,0,0,0
ENSMUST00000236409,0,0,0,0,1,0,0,0,0
ENSMUST00000151309,0,0,0,0,0,0,0,0,0
ENSMUST00000034533,0,0,0,0,0,0,0,0,0
ENSMUST00000040312,49,65,69,16,14,22,15,23,3
ENSMUST00000032705,0,0,0,0,0,0,4,0,0
ENSMUST00000233055,0,0,0,0,0,0,0,0,0
ENSMUST00000092659,0,0,0,0,0,0,0,0,0
ENSMUST00000217772,0,0,0,0,0,0,0,0,0
ENSMUST00000057920,0,0,0,0,0,0,0,0,0
ENSMUST00000086876,2,0,0,1,1,0,0,0,0
ENSMUST00000062407,0,0,0,0,0,0,0,0,0
ENSMUST00000076623,4,6,8,4,0,2,5,14,3
ENSMUST00000216727,0,0,0,0,0,0,0,0,0
ENSMUST00000031456,0,0,0,0,0,0,0,0,0
ENSMUST00000105917,0,0,0,0,0,0,0,0,0
ENSMUST00000098242,30,39,48,14,12,19,14,39,15
ENSMUST00000032961,0,0,0,0,0,0,0,0,0
ENSMUST00000152878,0,0,0,0,0,0,0,0,0
ENSMUST00000102869,0,0,0,0,0,0,0,0,0
ENSMUST00000167902,0,0,0,0,0,0,0,0,0
ENSMUST00000107863,0,0,0,0,0,0,0,0,0
ENSMUST00000178179,0,0,0,0,0,0,0,0,0
ENSMUST00000095070,0,0,0,0,0,0,0,0,0
ENSMUST00000189592,0,0,0,0,0,0,0,0,0
ENSMUST00000110506,0,0,0,0,0,0,0,0,0
ENSMUST00000058429,0,0,0,0,0,0,0,0,0
ENSMUST00000045866,115,126,137,74,70,99,75,63,44
ENSMUST00000176204,0,0,0,0,0,0,0,0,0
ENSMUST00000088476,0,0,0,0,0,0,0,0,0
ENSMUST00000100013,0,0,0,0,0,0,0,0,15
ENSMUST00000026434,0,0,1,0,0,0,0,0,0
ENSMUST00000093944,0,0,0,0,0,0,0,0,0
ENSMUST00000024738,0,0,0,0,0,0,0,0,0
ENSMUST00000035648,2,6,7,1,1,1,1,13,5
ENSMUST00000104958,1,0,0,0,1,0,4,7,0
ENSMUST00000093253,0,0,0,0,0,0,0,0,0
ENSMUST00000044789,0,0,0,0,0,0,0,0,0
ENSMUST00000057893,22,30,29,32,55,47,35,36,25
ENSMUST00000109743,0,0,0,0,0,0,0,0,0
ENSMUST00000063465,0,0,0,0,0,0,0,0,0
ENSMUST00000103084,23,16,39,9,12,11,6,12,4
ENSMUST00000044829,0,0,0,0,0,0,0,0,0
ENSMUST00000025472,32,13,19,35,45,48,11,35,10
ENSMUST00000028727,0,0,0,0,0,0,0,0,0
ENSMUST00000109820,0,0,7,0,0,2,0,0,0
ENSMUST00000078494,0,0,0,0,0,0,0,0,0
ENSMUST00000178301,0,0,0,0,0,0,0,0,0
ENSMUST00000226053,0,0,0,0,41,0,0,0,0
ENSMUST00000049395,0,0,0,0,0,0,0,0,0
ENSMUST00000209204,0,0,0,0,0,0,0,0,0
ENSMUST00000202535,0,0,0,0,0,0,0,0,0
ENSMUST00000152855,5,7,0,0,2,4,1,3,1
ENSMUST00000238273,0,0,0,0,0,0,0,0,0
ENSMUST00000044602,0,0,0,0,0,0,0,0,0
ENSMUST00000004505,0,3,0,0,0,1,0,0,0
ENSMUST00000101589,0,0,0,0,0,0,0,0,0
ENSMUST00000084460,0,0,0,0,0,0,0,0,0
ENSMUST00000067925,1,4,4,0,0,0,0,0,0
ENSMUST00000021674,343,419,420,109,138,127,76,70,49
ENSMUST00000171788,0,0,0,0,0,0,0,0,0
ENSMUST00000063062,0,0,0,0,0,0,0,0,0
ENSMUST00000020012,6,5,7,1,0,0,0,0,2
ENSMUST00000046285,0,0,0,0,0,0,0,0,0
ENSMUST00000139582,0,0,3,0,3,0,0,0,0
ENSMUST00000183126,1,7,3,0,0,0,0,5,0
ENSMUST00000184432,0,0,0,0,0,0,0,0,0
ENSMUST00000102919,52,38,33,33,19,46,27,21,19
ENSMUST00000063191,0,0,0,0,0,0,0,0,0
ENSMUST00000212798,0,0,0,0,0,0,0,0,0
ENSMUST00000192477,0,0,0,0,0,0,0,0,0
ENSMUST00000215768,0,0,0,0,0,0,0,0,0
ENSMUST00000028118,0,0,0,0,0,0,0,0,0
ENSMUST00000130320,2,0,0,0,0,1,0,0,1
ENSMUST00000096045,0,0,0,0,0,0,0,0,0
ENSMUST00000107933,0,0,0,0,0,0,0,0,0
ENSMUST00000115057,0,0,0,0,0,0,0,0,0
ENSMUST00000068603,18,31,51,1,6,0,2,1,1
ENSMUST00000092834,0,0,0,0,0,0,0,0,0
ENSMUST00000146233,0,0,0,0,0,0,0,0,0
ENSMUST00000238377,0,0,0,0,0,0,0,0,0
ENSMUST00000150459,0,0,0,0,0,0,0,0,0
ENSMUST00000115844,113,0,139,0,107,0,90,107,105
ENSMUST00000018653,5,10,8,0,2,3,0,3,2
ENSMUST00000110874,0,0,0,0,0,0,0,0,0
ENSMUST00000047208,0,0,0,0,0,0,0,0,0
ENSMUST00000109269,0,0,0,0,0,0,0,0,0
ENSMUST00000078695,0,0,0,0,0,0,0,0,0
ENSMUST00000215359,0,0,0,0,0,0,0,0,0
ENSMUST00000216530,0,0,0,0,0,0,0,0,0
ENSMUST00000098278,0,0,0,0,0,0,0,0,0
ENSMUST00000181163,0,0,0,0,0,0,0,0,0
ENSMUST00000005017,87,82,127,20,24,24,39,54,29
ENSMUST00000213545,0,0,0,0,0,0,0,0,0
ENSMUST00000021770,0,0,0,0,0,0,0,0,0
ENSMUST00000078617,0,0,0,0,0,0,0,0,0
ENSMUST00000033074,14,27,29,7,26,9,7,12,4
ENSMUST00000075648,0,0,0,0,0,0,0,0,0
ENSMUST00000023465,0,0,0,0,0,0,1,0,0
ENSMUST00000163461,0,0,0,0,0,0,0,0,0
ENSMUST00000111760,0,0,0,0,0,0,0,0,0
ENSMUST00000180384,0,0,0,0,0,0,0,0,0
ENSMUST00000105801,0,0,0,0,0,0,0,0,3
ENSMUST00000115151,0,4,6,0,3,3,7,3,10
ENSMUST00000068004,0,0,0,0,0,0,0,0,0
ENSMUST00000025411,0,0,0,0,0,0,0,0,0
ENSMUST00000090848,0,0,0,0,0,0,0,0,0
ENSMUST00000105994,40,32,29,18,18,15,33,37,5
ENSMUST00000112366,0,0,0,0,0,0,0,0,0
