,RD0175,RD0176,RD0177,RD0178,RD0179,RD0180,RD0184,RD0185,RD0186
ENSMUST00000208455,0,0,0,0,0,0,0,0,0
ENSMUST00000213247,0,0,0,0,0,0,0,0,0
ENSMUST00000108831,0,0,0,0,0,0,0,0,0
ENSMUST00000103178,0,0,0,0,0,0,0,0,0
ENSMUST00000213392,0,0,0,0,0,0,0,0,0
ENSMUST00000035871,0,0,0,0,0,0,0,6,0
ENSMUST00000109813,0,0,0,0,0,0,0,0,0
ENSMUST00000034138,111,127,173,69,100,92,71,154,35
ENSMUST00000127306,0,0,0,0,0,4,0,0,0
ENSMUST00000021807,0,0,0,0,0,0,0,0,0
ENSMUST00000213294,0,0,0,0,0,0,0,0,0
ENSMUST00000116378,0,0,0,0,0,0,0,0,0
ENSMUST00000020566,0,0,0,0,0,0,0,0,0
ENSMUST00000073528,0,0,0,0,0,0,0,0,0
ENSMUST00000171319,0,0,0,0,0,0,0,0,0
ENSMUST00000094666,0,0,0,0,0,0,0,0,0
ENSMUST00000064234,651,902,925,135,185,206,268,300,217
ENSMUST00000035148,18,49,31,1,9,0,3,0,1
ENSMUST00000215785,0,0,0,0,0,0,0,0,0
ENSMUST00000168919,0,0,0,0,0,0,0,0,0
ENSMUST00000216753,0,0,0,0,0,0,0,0,0
ENSMUST00000076048,0,0,0,0,0,0,0,0,0
ENSMUST00000000910,0,0,0,0,0,1,0,0,0
ENSMUST00000030365,0,5,26,1,0,1,3,0,4
ENSMUST00000210568,0,0,0,0,0,0,0,0,0
ENSMUST00000169774,0,0,0,0,0,0,0,0,0
ENSMUST00000025048,0,0,0,0,0,0,0,0,0
ENSMUST00000099805,0,0,0,0,0,0,0,0,0
ENSMUST00000063816,0,0,0,0,0,0,0,0,0
ENSMUST00000026409,1,1,0,0,0,0,0,0,0
ENSMUST00000052478,0,0,0,0,0,0,0,0,0
ENSMUST00000239448,0,0,0,0,0,0,0,0,0
ENSMUST00000161241,0,0,0,0,0,0,0,0,0
ENSMUST00000032736,0,2,4,0,0,0,0,0,0
ENSMUST00000008462,0,0,3,0,2,2,5,0,8
ENSMUST00000124187,1,2,2,0,0,0,3,2,3
ENSMUST00000047098,0,0,0,0,0,0,0,0,0
ENSMUST00000172551,0,0,0,0,0,0,0,0,0
ENSMUST00000058748,0,0,0,0,0,0,0,0,0
ENSMUST00000097943,0,0,0,0,0,0,0,0,0
ENSMUST00000000445,0,0,0,0,0,0,0,0,0
ENSMUST00000086482,0,0,0,0,0,0,0,0,0
ENSMUST00000002080,0,0,0,0,0,0,0,0,0
ENSMUST00000160289,18,26,26,6,13,17,8,37,1
ENSMUST00000026295,0,0,0,0,0,0,1,0,0
ENSMUST00000079754,0,0,0,0,0,0,0,0,0
ENSMUST00000041252,0,0,0,0,1,0,0,0,0
ENSMUST00000034567,67,101,84,40,43,51,92,89,81
ENSMUST00000187137,0,0,0,0,0,0,0,0,0
ENSMUST00000115231,199,227,226,80,105,84,102,156,68
ENSMUST00000021450,23,24,32,15,16,8,19,17,21
ENSMUST00000038765,0,1,1,1,0,1,6,3,2
ENSMUST00000070524,124,172,183,63,122,88,157,193,109
ENSMUST00000113158,0,0,2,0,0,0,0,0,0
ENSMUST00000200689,0,0,0,0,0,0,0,0,0
ENSMUST00000001818,26,44,48,32,20,20,19,34,4
ENSMUST00000077879,17,24,42,24,43,20,38,18,24
ENSMUST00000194595,0,0,0,0,0,0,0,0,0
ENSMUST00000098134,0,0,0,0,0,0,0,0,0
ENSMUST00000041231,59,82,100,30,56,77,64,74,67
ENSMUST00000112143,0,0,0,0,0,0,0,0,0
ENSMUST00000056915,0,0,0,0,0,0,0,0,0
ENSMUST00000194057,0,0,0,0,0,0,0,0,0
ENSMUST00000070515,46,35,50,26,26,26,25,17,33
ENSMUST00000210722,0,0,0,0,0,0,0,0,0
ENSMUST00000190594,0,0,0,0,0,0,0,0,0
ENSMUST00000023510,52,69,69,52,61,52,46,58,31
ENSMUST00000119014,0,0,0,0,0,0,0,0,0
ENSMUST00000010198,1,1,1,1,0,1,2,0,0
ENSMUST00000068865,0,0,0,0,0,0,0,0,0
ENSMUST00000068584,0,0,0,0,0,0,0,0,0
ENSMUST00000028389,0,0,0,0,0,0,0,0,0
ENSMUST00000027264,0,1,1,1,4,1,0,8,3
ENSMUST00000063132,0,0,0,0,0,0,0,0,0
ENSMUST00000110078,0,0,0,0,0,0,0,0,0
ENSMUST00000042556,63,71,76,32,38,50,30,45,24
ENSMUST00000234517,0,0,0,0,0,0,0,0,0
ENSMUST00000027824,0,0,0,0,0,0,0,0,0
ENSMUST00000031897,0,0,0,0,0,0,0,0,0
ENSMUST00000034243,2,2,5,0,5,3,7,5,5
ENSMUST00000044825,5,20,6,0,4,4,4,7,10
ENSMUST00000206325,0,0,0,0,0,0,0,0,0
ENSMUST00000034969,0,0,0,0,0,0,0,0,0
ENSMUST00000080135,0,0,0,0,0,0,0,0,0
ENSMUST00000079510,1,0,0,0,0,0,0,0,0
ENSMUST00000203566,7,8,3,1,11,3,4,13,12
ENSMUST00000000253,0,0,1,0,0,0,0,0,0
ENSMUST00000038421,1,8,1,1,1,0,0,3,0
ENSMUST00000105006,0,0,0,0,0,0,0,0,0
ENSMUST00000029075,0,0,0,0,0,0,0,0,0
ENSMUST00000214590,0,0,0,0,0,0,0,0,0
ENSMUST00000021971,1,0,0,0,0,0,0,0,0
ENSMUST00000193117,0,0,0,0,0,0,0,0,0
ENSMUST00000101470,0,0,0,0,0,0,0,0,0
ENSMUST00000026296,0,7,15,9,10,8,1,3,5
ENSMUST00000085671,1,2,0,0,0,1,0,15,4
ENSMUST00000028683,177,201,228,290,399,411,192,222,128
ENSMUST00000179399,0,0,0,0,0,0,0,0,0
ENSMUST00000114763,0,0,0,0,0,0,0,0,0
ENSMUST00000021685,0,0,0,0,0,0,0,0,0
ENSMUST00000024099,0,0,0,0,0,0,0,0,0
ENSMUST00000182066,0,0,0,0,0,0,0,0,0
ENSMUST00000032261,0,0,0,0,0,0,0,0,0
ENSMUST00000101614,0,0,0,0,0,0,0,0,0
ENSMUST00000027421,0,0,0,0,0,0,0,0,0
ENSMUST00000080755,0,0,0,0,0,0,0,0,0
ENSMUST00000046575,53,53,21,33,28,14,23,17,21
ENSMUST00000056146,0,0,0,0,0,2,0,0,0
ENSMUST00000059849,33,74,45,12,10,17,21,18,8
ENSMUST00000035735,0,0,0,0,0,0,0,0,0
ENSMUST00000033725,0,0,0,0,0,0,0,0,0
ENSMUST00000032343,0,0,0,0,0,0,0,0,0
ENSMUST00000170205,0,0,0,0,0,0,0,0,0
ENSMUST00000031024,0,0,12,6,4,0,21,6,28
ENSMUST00000050149,0,2,2,12,1,6,1,7,1
ENSMUST00000093906,0,0,0,0,0,0,0,0,0
ENSMUST00000118254,0,0,0,0,0,0,0,0,0
ENSMUST00000107618,0,14,0,13,0,0,0,10,0
ENSMUST00000099992,0,0,0,0,0,0,0,0,0
ENSMUST00000030614,0,0,0,0,0,0,0,0,0
ENSMUST00000030163,0,0,0,0,0,0,0,0,0
ENSMUST00000166895,0,0,0,0,0,0,0,0,0
ENSMUST00000034982,0,0,0,0,0,0,0,0,0
ENSMUST00000189346,0,0,0,0,0,0,0,0,0
ENSMUST00000089776,7,1,1,1,2,0,1,1,2
ENSMUST00000027997,0,0,0,0,0,0,0,0,0
ENSMUST00000126153,0,0,0,0,0,0,0,0,0
ENSMUST00000239017,0,0,0,0,0,0,0,0,0
ENSMUST00000189378,0,0,0,0,0,0,0,0,0
ENSMUST00000007584,0,0,0,0,0,0,0,0,0
ENSMUST00000213474,0,0,0,0,0,0,0,0,0
ENSMUST00000170243,0,6,0,0,0,0,0,0,0
ENSMUST00000193869,0,0,0,0,0,0,0,0,0
ENSMUST00000107894,0,0,0,0,0,0,0,0,0
ENSMUST00000025704,1,4,20,0,0,0,1,13,8
ENSMUST00000122064,0,0,0,0,0,0,0,0,0
ENSMUST00000050707,0,0,0,0,0,0,0,0,0
ENSMUST00000034465,22,18,5,7,13,24,19,6,15
ENSMUST00000057849,0,0,0,0,0,0,0,0,0
ENSMUST00000068686,0,0,0,0,0,0,0,0,0
ENSMUST00000038928,0,0,0,0,0,0,0,0,0
ENSMUST00000039517,0,3,1,0,0,0,0,0,0
ENSMUST00000109926,0,0,0,0,0,0,0,0,2
ENSMUST00000027243,0,0,0,0,0,0,0,0,0
ENSMUST00000058868,0,1,0,1,0,1,0,0,0
ENSMUST00000090195,0,0,0,0,0,0,0,0,0
ENSMUST00000228243,0,0,0,0,0,0,0,0,0
ENSMUST00000177184,0,0,0,0,0,0,0,0,0
ENSMUST00000160696,0,0,0,0,0,0,0,0,0
ENSMUST00000216039,0,0,0,0,0,0,0,0,0
ENSMUST00000090061,0,0,0,0,0,0,0,0,0
ENSMUST00000005669,0,0,0,0,0,0,0,0,0
ENSMUST00000215828,0,0,0,0,0,0,0,0,0
ENSMUST00000015394,95,77,116,3,13,10,8,26,16
ENSMUST00000001720,0,0,0,0,0,0,0,0,0
ENSMUST00000081374,0,0,0,0,0,0,0,0,0
ENSMUST00000119172,0,0,0,0,0,0,0,0,0
ENSMUST00000052715,0,0,0,0,0,0,0,0,0
ENSMUST00000097403,0,0,0,0,0,0,0,0,0
ENSMUST00000074807,0,0,0,0,0,0,0,0,0
ENSMUST00000030303,33,43,32,13,13,34,33,19,12
ENSMUST00000165208,0,0,0,0,0,0,0,0,0
ENSMUST00000052708,9,10,7,9,6,6,13,8,12
ENSMUST00000044454,0,1,0,0,1,0,0,0,0
ENSMUST00000216841,0,0,1,0,0,1,1,0,0
ENSMUST00000181071,0,0,0,0,0,0,0,0,0
ENSMUST00000024811,3,1,1,21,8,6,38,53,19
ENSMUST00000070070,0,0,0,0,0,0,0,0,0
ENSMUST00000165988,0,0,0,0,0,0,0,0,0
ENSMUST00000037649,1,0,0,0,0,0,0,0,0
ENSMUST00000048762,0,0,0,0,0,0,0,0,0
ENSMUST00000046386,5,4,12,0,4,2,7,4,0
ENSMUST00000022337,0,0,0,0,0,0,0,0,0
ENSMUST00000034178,0,0,0,0,0,0,0,0,0
ENSMUST00000042057,0,0,0,4,0,3,2,1,37
ENSMUST00000233057,0,0,0,0,0,0,0,0,0
ENSMUST00000102493,0,0,0,0,0,0,0,0,0
ENSMUST00000214040,0,0,0,0,0,0,0,0,0
ENSMUST00000132158,0,0,0,0,0,0,0,0,0
ENSMUST00000120087,31,27,23,9,23,22,13,36,10
ENSMUST00000166737,0,0,0,0,0,0,0,0,0
ENSMUST00000094639,0,0,0,0,0,0,0,0,0
ENSMUST00000009340,0,6,2,0,0,3,0,0,0
ENSMUST00000048249,5,7,6,23,22,10,10,52,0
ENSMUST00000051965,0,0,0,0,0,0,0,0,0
ENSMUST00000093110,0,0,0,0,0,0,0,0,0
ENSMUST00000063820,0,0,0,0,0,0,0,0,0
ENSMUST00000164884,2,3,0,0,0,0,0,0,0
ENSMUST00000041890,0,0,0,0,0,0,0,0,0
ENSMUST00000209526,0,0,0,0,0,0,0,0,0
ENSMUST00000123434,0,0,0,0,0,0,0,0,0
ENSMUST00000035092,16,8,10,2,6,7,17,3,10
ENSMUST00000055083,0,0,0,0,0,0,0,0,0
ENSMUST00000108857,192,264,263,95,59,118,196,189,119
ENSMUST00000234711,0,0,0,0,0,0,0,0,0
ENSMUST00000205686,0,0,0,0,0,0,0,0,0
ENSMUST00000094544,0,0,0,0,0,0,0,0,0
ENSMUST00000030164,29,51,36,29,47,33,25,29,27
ENSMUST00000178080,0,0,0,0,0,0,0,0,0
ENSMUST00000082357,0,0,0,0,0,0,0,0,0
ENSMUST00000030490,1,13,3,2,5,3,2,0,0
ENSMUST00000239380,0,0,0,0,0,0,0,0,0
ENSMUST00000025632,1,0,0,0,0,0,0,0,1
ENSMUST00000039652,0,0,0,0,0,0,0,0,0
ENSMUST00000215078,0,0,0,0,0,0,0,0,0
ENSMUST00000107896,0,0,0,13,0,0,0,0,0
ENSMUST00000023282,0,0,0,0,0,0,0,0,0
ENSMUST00000098879,0,0,0,0,0,0,0,0,0
ENSMUST00000031345,5,15,11,16,14,2,10,13,67
ENSMUST00000108544,0,0,0,0,0,0,0,0,0
ENSMUST00000091436,4,6,0,0,1,0,0,0,0
ENSMUST00000169786,0,0,0,0,0,0,0,0,0
ENSMUST00000064795,76,73,74,30,32,28,84,70,52
ENSMUST00000113557,24,0,0,0,0,0,22,0,0
ENSMUST00000023044,0,0,0,0,0,0,0,0,0
ENSMUST00000014673,0,0,0,0,0,0,0,0,0
ENSMUST00000079121,4,0,5,1,3,1,2,0,0
ENSMUST00000111155,0,0,0,0,0,0,0,0,0
ENSMUST00000160726,0,0,0,0,0,0,0,0,0
ENSMUST00000193734,1,0,1,0,0,0,1,0,1
ENSMUST00000215671,0,0,0,0,0,0,0,0,0
ENSMUST00000090601,0,6,2,0,0,0,0,0,0
ENSMUST00000023550,4,3,3,4,20,16,5,2,2
ENSMUST00000038474,1,2,6,0,1,3,0,0,0
ENSMUST00000179700,0,0,0,0,0,0,0,0,0
ENSMUST00000046316,0,0,1,0,0,0,0,0,0
ENSMUST00000059438,0,1,0,0,0,0,0,0,0
ENSMUST00000099554,1,5,7,1,3,5,4,1,0
ENSMUST00000055558,0,0,0,0,0,0,0,0,0
ENSMUST00000213984,0,0,0,0,0,0,0,0,0
ENSMUST00000062686,0,0,0,0,0,0,0,0,0
ENSMUST00000173996,0,0,0,0,0,0,0,0,0
ENSMUST00000106049,0,0,0,0,0,0,0,0,0
ENSMUST00000162528,0,0,0,0,0,0,0,0,0
ENSMUST00000113235,0,0,0,1,0,0,0,0,0
ENSMUST00000216001,0,0,0,0,0,0,0,0,0
ENSMUST00000145903,0,0,0,0,0,0,0,0,0
ENSMUST00000033444,0,0,0,0,0,0,0,0,0
ENSMUST00000238035,0,0,0,0,0,0,0,0,0
ENSMUST00000052686,178,184,224,98,116,125,68,67,41
ENSMUST00000001611,19,20,20,18,25,13,21,11,25
ENSMUST00000210676,0,0,0,0,0,0,0,0,0
ENSMUST00000027015,0,0,0,0,0,0,0,0,0
ENSMUST00000027357,0,0,20,0,0,13,0,0,0
ENSMUST00000060196,0,0,0,0,0,0,0,0,0
ENSMUST00000024595,0,0,0,0,0,0,0,0,0
ENSMUST00000095767,0,0,0,0,0,0,0,0,0
ENSMUST00000028200,0,1,5,8,0,1,17,11,0
ENSMUST00000228862,0,0,0,0,0,0,0,0,0
ENSMUST00000044021,21,20,16,2,0,4,13,0,5
ENSMUST00000053037,0,0,0,0,0,0,0,0,0
ENSMUST00000212226,0,0,0,0,0,0,0,0,0
ENSMUST00000059899,16,15,24,5,8,8,22,13,8
ENSMUST00000056228,0,4,2,0,0,1,0,3,1
ENSMUST00000215861,0,0,0,0,0,0,0,0,0
ENSMUST00000051765,0,0,0,0,0,0,0,0,0
ENSMUST00000186010,0,0,0,0,0,0,0,0,0
ENSMUST00000038537,4,0,5,0,2,0,0,0,1
ENSMUST00000238465,0,1,0,0,2,3,0,0,0
ENSMUST00000020343,10,14,14,2,8,8,10,16,3
ENSMUST00000066890,0,0,0,0,0,0,0,0,0
ENSMUST00000189577,0,0,0,0,0,0,0,0,0
ENSMUST00000019232,0,0,0,0,0,0,0,0,0
ENSMUST00000105148,0,0,0,0,0,0,0,0,0
ENSMUST00000107488,0,0,0,0,0,0,0,0,0
ENSMUST00000178614,2,2,0,6,4,15,9,14,2
ENSMUST00000180288,0,0,0,0,0,0,0,0,0
ENSMUST00000101148,0,0,0,0,0,0,0,0,0
ENSMUST00000058636,0,0,0,0,0,0,0,0,0
ENSMUST00000211807,0,0,0,0,0,0,0,0,0
ENSMUST00000041623,76,96,80,80,109,111,45,68,39
ENSMUST00000044106,97,111,125,83,134,112,139,162,88
ENSMUST00000122205,0,0,0,0,0,0,0,0,0
ENSMUST00000100643,0,0,0,0,0,0,0,0,0
ENSMUST00000055535,1,0,0,0,0,0,0,0,0
ENSMUST00000115198,0,0,0,0,0,0,0,0,0
ENSMUST00000019954,0,0,0,0,0,0,0,0,0
ENSMUST00000095410,3,12,15,8,14,8,14,2,0
ENSMUST00000216951,0,0,0,0,0,0,0,0,0
ENSMUST00000105741,0,0,0,0,0,0,0,0,0
ENSMUST00000216551,0,0,0,0,0,0,0,0,0
ENSMUST00000038377,75,108,101,25,30,28,53,56,31
ENSMUST00000044311,0,0,0,0,0,0,0,0,0
ENSMUST00000034966,181,260,278,337,449,233,226,273,198
ENSMUST00000128957,0,0,0,0,0,0,0,0,0
ENSMUST00000005509,0,0,0,0,0,0,0,0,0
ENSMUST00000035426,0,0,0,0,0,0,0,0,0
ENSMUST00000233793,0,0,0,0,0,0,0,0,0
ENSMUST00000060714,322,350,347,142,171,194,123,156,103
ENSMUST00000165961,0,0,0,0,0,0,0,0,0
ENSMUST00000079400,0,0,0,0,0,0,0,0,0
ENSMUST00000080368,0,1,0,0,0,0,0,0,0
ENSMUST00000046371,0,5,0,0,3,6,2,0,0
ENSMUST00000088001,79,80,59,2,70,68,69,86,46
ENSMUST00000204529,0,0,0,0,0,0,0,0,0
ENSMUST00000030003,2,4,1,0,2,10,2,2,13
ENSMUST00000031378,0,0,0,0,0,0,0,0,0
ENSMUST00000039913,1,3,0,1,1,0,1,0,0
ENSMUST00000117085,18,21,23,5,14,13,16,16,13
ENSMUST00000067715,0,0,0,0,0,0,0,0,0
ENSMUST00000119455,0,0,0,0,0,0,0,0,0
ENSMUST00000097336,0,1,3,3,4,0,3,2,1
ENSMUST00000045807,0,0,0,0,0,0,0,0,0
ENSMUST00000109336,0,0,0,0,0,0,0,0,0
ENSMUST00000215112,0,0,0,0,0,0,0,0,0
ENSMUST00000239474,0,0,0,0,0,0,0,0,0
ENSMUST00000063119,0,0,0,0,0,0,0,0,0
ENSMUST00000014421,0,0,0,0,0,0,0,0,0
ENSMUST00000037709,11,10,7,2,12,8,12,2,27
ENSMUST00000217254,0,0,0,0,0,0,0,0,0
ENSMUST00000040715,0,0,0,0,0,0,0,0,0
ENSMUST00000120301,1,3,1,2,4,2,0,1,3
ENSMUST00000046221,0,0,0,0,0,0,0,0,0
ENSMUST00000063384,0,0,0,0,0,0,0,0,0
ENSMUST00000184035,0,0,0,0,0,0,0,0,0
ENSMUST00000187530,0,0,0,0,0,0,0,0,0
ENSMUST00000035481,4,4,4,1,1,1,1,0,0
ENSMUST00000073612,0,0,0,0,0,0,0,0,0
ENSMUST00000049476,0,0,0,0,0,0,0,0,0
ENSMUST00000100507,171,110,161,95,117,153,119,110,38
ENSMUST00000110909,0,0,0,0,0,0,0,0,0
ENSMUST00000118233,0,0,0,0,0,0,0,0,0
ENSMUST00000036350,0,1,0,0,0,0,0,0,0
ENSMUST00000108087,0,0,0,0,0,0,0,0,0
ENSMUST00000064139,24,18,16,8,12,28,12,28,7
ENSMUST00000102486,0,0,0,0,0,0,0,0,0
ENSMUST00000058688,0,0,0,0,0,0,0,0,0
ENSMUST00000107922,0,0,0,0,0,0,0,0,0
ENSMUST00000042747,0,0,0,0,0,0,0,0,0
ENSMUST00000218722,0,0,0,0,0,0,0,0,0
ENSMUST00000022195,0,0,0,0,0,0,0,0,0
ENSMUST00000122096,0,0,0,0,0,0,0,0,0
ENSMUST00000199597,0,0,0,0,0,0,0,0,0
ENSMUST00000214846,0,0,0,0,0,0,0,0,0
ENSMUST00000108402,0,0,0,0,0,0,0,0,0
ENSMUST00000190315,0,0,0,0,0,0,0,0,0
ENSMUST00000023714,2,3,1,3,2,1,1,2,3
ENSMUST00000037391,0,0,0,0,0,0,0,0,0
ENSMUST00000075290,0,0,0,0,0,0,0,0,0
ENSMUST00000101667,0,0,0,0,0,0,0,0,0
ENSMUST00000051809,0,0,0,0,0,0,0,0,0
ENSMUST00000172002,0,0,0,0,0,0,0,0,0
ENSMUST00000166240,0,0,0,0,0,0,0,0,0
ENSMUST00000115557,0,0,0,0,0,0,0,0,0
ENSMUST00000084041,0,0,0,0,0,0,0,0,0
ENSMUST00000081162,0,0,0,0,0,0,0,0,0
ENSMUST00000056073,0,0,0,0,0,0,0,0,0
ENSMUST00000052126,0,0,0,2,0,0,0,3,0
ENSMUST00000041962,0,0,0,0,0,0,0,0,0
ENSMUST00000024897,75,89,64,40,47,45,46,64,43
ENSMUST00000177668,0,1,0,0,0,0,0,0,3
ENSMUST00000021536,53,51,49,30,51,52,90,162,59
ENSMUST00000045976,0,0,0,0,0,0,0,0,0
ENSMUST00000052286,0,0,0,0,0,0,0,0,0
ENSMUST00000180768,0,0,0,0,0,0,0,0,0
ENSMUST00000182198,0,0,0,0,0,0,0,0,0
ENSMUST00000098722,0,0,0,0,0,0,0,0,0
ENSMUST00000107359,1,0,1,0,1,0,1,0,1
ENSMUST00000188293,0,0,0,0,0,0,0,0,0
ENSMUST00000047025,0,0,0,0,0,0,0,0,0
ENSMUST00000067620,0,0,0,0,0,0,0,0,0
ENSMUST00000063597,0,0,0,0,0,0,0,0,0
ENSMUST00000023761,42,61,57,16,65,55,25,40,27
ENSMUST00000144222,0,0,0,0,0,0,0,0,0
ENSMUST00000061260,0,0,0,0,0,0,0,0,0
ENSMUST00000218133,0,0,0,0,0,0,0,0,0
ENSMUST00000112529,0,1,0,0,1,0,0,0,0
ENSMUST00000037687,0,0,0,0,0,0,0,0,0
ENSMUST00000219278,0,0,0,0,0,0,0,0,0
ENSMUST00000020523,15,13,13,4,11,8,11,7,2
ENSMUST00000022507,0,3,2,0,2,2,0,0,0
ENSMUST00000094467,3,1,2,2,0,0,0,0,0
ENSMUST00000029433,0,0,0,0,0,0,0,0,0
ENSMUST00000065562,9,8,2,3,2,0,0,1,2
ENSMUST00000020702,0,0,0,0,0,0,0,0,0
ENSMUST00000007012,0,0,0,0,0,0,0,0,0
ENSMUST00000045840,0,0,0,0,0,0,0,0,0
ENSMUST00000019068,0,0,0,0,0,0,0,0,0
ENSMUST00000045428,0,0,0,0,0,0,0,0,0
ENSMUST00000116527,0,0,0,0,0,0,0,0,0
ENSMUST00000061156,0,2,0,1,2,1,0,1,3
ENSMUST00000010280,0,0,0,0,0,0,0,0,0
ENSMUST00000046461,2,0,0,0,0,0,0,0,0
ENSMUST00000010249,40,58,44,20,0,37,2,0,44
ENSMUST00000150649,0,0,0,0,0,0,0,0,0
ENSMUST00000049150,2,0,3,0,1,0,0,0,2
ENSMUST00000160894,0,0,0,0,0,0,0,0,0
ENSMUST00000233444,0,0,0,0,0,0,0,0,0
ENSMUST00000225720,0,0,0,0,0,0,0,0,0
ENSMUST00000216328,0,0,0,0,0,0,0,0,0
ENSMUST00000213641,0,0,0,0,0,0,0,0,0
ENSMUST00000106781,0,0,0,0,0,0,0,0,0
ENSMUST00000178756,0,0,0,0,0,0,0,0,0
ENSMUST00000069926,0,0,0,0,0,0,0,0,0
ENSMUST00000015486,0,1,1,0,0,0,0,0,0
ENSMUST00000065678,12,21,94,4,5,10,19,9,10
ENSMUST00000093772,0,0,0,0,0,0,0,0,3
ENSMUST00000095425,0,0,0,0,0,0,0,0,0
ENSMUST00000028328,40,7,43,9,13,8,13,3,18
ENSMUST00000049040,25,18,19,4,1,1,9,19,6
ENSMUST00000063117,0,1,0,0,0,0,0,0,0
ENSMUST00000020169,0,0,0,0,0,0,0,0,0
ENSMUST00000160884,0,0,0,0,0,0,0,0,0
ENSMUST00000034369,0,0,0,0,0,0,0,0,0
ENSMUST00000031591,0,0,0,0,0,0,0,0,0
ENSMUST00000087181,0,0,0,0,0,0,0,0,0
ENSMUST00000059718,0,0,0,0,0,0,0,0,0
ENSMUST00000041640,10,7,2,1,6,5,1,12,1
ENSMUST00000189333,0,0,0,0,0,0,0,0,0
ENSMUST00000056117,177,203,207,147,203,173,128,207,138
ENSMUST00000103105,0,0,0,0,0,0,0,0,0
ENSMUST00000081777,0,0,0,0,0,0,0,0,0
ENSMUST00000216063,0,1,0,0,0,0,0,0,0
ENSMUST00000172785,0,0,3,0,0,1,0,0,0
ENSMUST00000088506,0,0,0,0,0,0,0,0,0
ENSMUST00000073617,0,0,0,0,0,0,0,0,0
ENSMUST00000034527,0,0,0,0,0,0,0,0,0
ENSMUST00000060652,0,0,0,0,0,0,0,0,0
ENSMUST00000059250,1,2,0,2,2,5,1,3,3
ENSMUST00000100652,0,0,0,0,0,0,0,0,0
ENSMUST00000066368,0,0,0,0,0,0,0,0,0
ENSMUST00000064932,0,0,0,0,0,0,0,0,0
ENSMUST00000102576,0,0,0,0,0,0,0,0,0
ENSMUST00000057525,0,0,0,0,0,0,0,0,0
ENSMUST00000208183,0,0,0,0,0,0,0,0,0
ENSMUST00000235196,0,0,0,0,0,0,0,0,0
ENSMUST00000002403,11,28,0,3,14,18,11,17,13
ENSMUST00000009321,0,0,0,0,0,0,0,0,0
ENSMUST00000209296,0,0,0,0,0,0,0,0,0
ENSMUST00000162997,0,0,0,0,0,0,0,0,0
ENSMUST00000215991,0,0,0,0,0,0,0,0,0
ENSMUST00000022698,0,0,0,0,0,0,0,0,0
ENSMUST00000107624,0,1,0,0,0,0,0,0,0
ENSMUST00000042601,26,41,45,16,31,27,15,12,19
ENSMUST00000094002,0,0,0,0,0,0,0,0,0
ENSMUST00000079659,0,0,0,0,0,0,0,0,0
ENSMUST00000025488,0,0,0,0,1,0,0,0,0
ENSMUST00000099166,0,0,0,0,0,0,0,0,0
ENSMUST00000047328,0,0,0,0,0,0,0,0,0
ENSMUST00000035276,26,38,29,4,9,5,15,25,6
ENSMUST00000081816,0,0,0,0,0,0,0,0,0
ENSMUST00000172332,16,5,14,2,4,7,5,8,7
ENSMUST00000129603,0,0,0,0,0,0,0,0,0
ENSMUST00000144668,0,0,0,0,0,0,0,0,0
ENSMUST00000066408,0,0,0,0,0,0,0,0,0
ENSMUST00000179865,1,0,1,0,0,0,0,0,0
ENSMUST00000039887,0,0,0,0,0,0,0,0,0
ENSMUST00000102943,0,0,0,0,0,0,0,0,0
ENSMUST00000099274,55,69,59,32,21,22,35,30,18
ENSMUST00000017488,0,0,0,0,0,0,0,0,0
ENSMUST00000160834,2,14,10,2,2,1,1,20,6
ENSMUST00000027198,0,1,3,0,1,0,2,2,0
ENSMUST00000085724,0,0,0,0,0,0,0,0,0
ENSMUST00000076713,0,0,0,0,0,0,0,0,0
ENSMUST00000002740,0,0,0,0,0,0,0,0,0
ENSMUST00000030443,0,0,0,0,0,0,0,0,0
ENSMUST00000187994,0,0,0,0,0,0,0,0,0
ENSMUST00000028966,0,0,0,0,0,0,0,0,0
ENSMUST00000106560,0,0,0,0,0,0,0,0,0
ENSMUST00000065373,0,0,0,1,0,9,0,0,0
ENSMUST00000052224,0,0,0,0,0,0,0,0,0
ENSMUST00000057293,33,33,34,21,18,35,20,20,14
ENSMUST00000086084,0,0,0,0,0,0,0,0,0
ENSMUST00000215657,0,0,0,0,0,0,0,0,0
ENSMUST00000069557,0,0,0,0,0,0,0,0,0
ENSMUST00000087158,0,0,0,0,0,0,0,0,0
ENSMUST00000042812,0,0,0,0,0,0,0,0,0
ENSMUST00000115319,0,0,0,0,0,0,0,0,0
ENSMUST00000017443,9,13,14,6,8,7,4,2,6
ENSMUST00000077918,0,1,2,2,3,1,2,1,0
ENSMUST00000046864,0,0,0,0,0,0,1,0,0
ENSMUST00000054819,0,0,0,0,0,0,0,0,0
ENSMUST00000031653,3,5,5,1,4,1,0,4,0
ENSMUST00000051589,41,7,49,21,0,1,53,51,0
ENSMUST00000098887,0,0,0,0,0,0,0,0,0
ENSMUST00000200517,7,4,14,4,3,1,5,3,4
ENSMUST00000182750,0,0,0,0,0,0,0,0,0
ENSMUST00000027748,0,0,0,0,0,0,0,0,0
ENSMUST00000020099,0,0,0,0,0,0,0,0,0
ENSMUST00000034428,10,9,13,0,2,9,0,1,0
ENSMUST00000147103,0,0,0,0,0,0,0,0,0
